Airline,Days from Purchase to Travel,Fare Type,Número de registros,Passenger Email,Person-1,Person,Purchase Date,Purchase Day,Origin,Destination,Route,Row ID,Ticket Price,Travel Date,TravelDay,Trips,Type of Traveler,Insure,Sex
Southwest,40,Business,1,abarnes@vizpainter.com,Alan Barnes,Alan Barnes,01/10/2019,martes,DAL,LGA,DAL-LGA,11,129,10/11/2019,domingo,8,Casual,False,M
United,48,Business,1,abarnes@vizpainter.com,Alan Barnes,Alan Barnes,05/01/2017,jueves,DFW,IAD,DFW-IAD,4217,215,22/02/2017,miércoles,8,Casual,False,M
Southwest,32,Economy,1,abarnes@vizpainter.com,Alan Barnes,Alan Barnes,09/10/2019,miércoles,DAL,TUL,DAL-TUL,11,110,10/11/2019,domingo,8,Casual,False,M
Southwest,48,Economy,1,abarnes@vizpainter.com,Alan Barnes,Alan Barnes,23/09/2019,lunes,DAL,LAS,DAL-LAS,11,132,10/11/2019,domingo,8,Casual,False,M
Delta,54,Business,1,adominguez@vizpainter.com,Alan Dominguez,Alan Dominguez,04/01/2018,jueves,DFW,MEM,DFW-MEM,6237,166,27/02/2018,martes,6,Casual,True,M
Southwest,101,Economy,1,adominguez@vizpainter.com,Alan Dominguez,Alan Dominguez,02/02/2019,sábado,DAL,HOU,DAL-HOU,12,95,14/05/2019,martes,6,Casual,True,M
Southwest,13,Economy,1,adominguez@vizpainter.com,Alan Dominguez,Alan Dominguez,01/05/2019,miércoles,DAL,MDW,DAL-MDW,12,99,14/05/2019,martes,6,Casual,True,M
Southwest,16,Economy,1,adominguez@vizpainter.com,Alan Dominguez,Alan Dominguez,01/07/2016,viernes,DAL,HOU,DAL-HOU,12,96,17/07/2016,domingo,6,Casual,False,M
Southwest,55,Economy,1,adominguez@vizpainter.com,Alan Dominguez,Alan Dominguez,23/05/2016,lunes,DAL,SLC,DAL-SLC,12,154,17/07/2016,domingo,6,Casual,False,M
Southwest,55,Economy,1,adominguez@vizpainter.com,Alan Dominguez,Alan Dominguez,23/05/2016,lunes,DAL,SLC,DAL-SLC,12,154,17/07/2016,domingo,6,Casual,False,M
Southwest,101,Economy,1,adominguez@vizpainter.com,Alan Dominguez,Alan Dominguez,02/02/2019,sábado,DAL,HOU,DAL-HOU,12,95,14/05/2019,martes,6,Casual,False,M
Southwest,16,Economy,1,adominguez@vizpainter.com,Alan Dominguez,Alan Dominguez,01/07/2016,viernes,DAL,HOU,DAL-HOU,12,96,17/07/2016,domingo,6,Casual,False,M
United,68,Business,1,adominguez@vizpainter.com,Alan Dominguez,Alan Dominguez,07/03/2019,jueves,DFW,JFK,DFW-JFK,1857,484,14/05/2019,martes,6,Casual,False,M
Delta,54,Business,1,adominguez@vizpainter.com,Alan Dominguez,Alan Dominguez,04/01/2018,jueves,DFW,MEM,DFW-MEM,6237,166,27/02/2018,martes,6,Casual,False,M
Southwest,13,Economy,1,adominguez@vizpainter.com,Alan Dominguez,Alan Dominguez,01/05/2019,miércoles,DAL,MDW,DAL-MDW,12,99,14/05/2019,martes,6,Casual,False,M
United,68,Business,1,adominguez@vizpainter.com,Alan Dominguez,Alan Dominguez,07/03/2019,jueves,DFW,JFK,DFW-JFK,1857,484,14/05/2019,martes,6,Casual,False,M
Southwest,72,Economy,1,ahaines@vizpainter.com,Alan Haines,Alan Haines,10/10/2019,jueves,DAL,CLE,DAL-CLE,13,152,21/12/2019,sábado,7,Casual,True,M
Southwest,72,Economy,1,ahaines@vizpainter.com,Alan Haines,Alan Haines,10/10/2019,jueves,DAL,CLE,DAL-CLE,13,152,21/12/2019,sábado,7,Casual,True,M
Southwest,122,Economy,1,ahaines@vizpainter.com,Alan Haines,Alan Haines,06/06/2019,jueves,DAL,HOU,DAL-HOU,13,65,06/10/2019,domingo,7,Casual,True,M
Southwest,39,Economy,1,ahaines@vizpainter.com,Alan Haines,Alan Haines,19/10/2018,viernes,DAL,HOU,DAL-HOU,13,154,27/11/2018,martes,7,Casual,False,M
Southwest,51,Economy,1,ahaines@vizpainter.com,Alan Haines,Alan Haines,06/08/2018,lunes,DAL,HOU,DAL-HOU,13,95,26/09/2018,miércoles,7,Casual,False,M
Southwest,56,Business,1,ahaines@vizpainter.com,Alan Haines,Alan Haines,01/08/2018,miércoles,DAL,SEA,DAL-SEA,13,68,26/09/2018,miércoles,7,Casual,False,M
Southwest,58,Business,1,ahaines@vizpainter.com,Alan Haines,Alan Haines,16/09/2017,sábado,DAL,AUS,DAL-AUS,13,81,13/11/2017,lunes,7,Casual,False,M
Southwest,56,Economy,1,ahaines@vizpainter.com,Alan Haines,Alan Haines,18/09/2017,lunes,DAL,HOU,DAL-HOU,13,102,13/11/2017,lunes,7,Casual,False,M
Southwest,122,Economy,1,ahaines@vizpainter.com,Alan Haines,Alan Haines,06/06/2019,jueves,DAL,HOU,DAL-HOU,13,65,06/10/2019,domingo,7,Casual,False,M
Southwest,39,Economy,1,ahaines@vizpainter.com,Alan Haines,Alan Haines,19/10/2018,viernes,DAL,HOU,DAL-HOU,13,154,27/11/2018,martes,7,Casual,False,M
Southwest,51,Economy,1,ahaines@vizpainter.com,Alan Haines,Alan Haines,06/08/2018,lunes,DAL,HOU,DAL-HOU,13,95,26/09/2018,miércoles,7,Casual,False,M
Southwest,56,Economy,1,ahaines@vizpainter.com,Alan Haines,Alan Haines,18/09/2017,lunes,DAL,HOU,DAL-HOU,13,102,13/11/2017,lunes,7,Casual,False,M
Southwest,56,Business,1,ahaines@vizpainter.com,Alan Haines,Alan Haines,01/08/2018,miércoles,DAL,SEA,DAL-SEA,13,68,26/09/2018,miércoles,7,Casual,False,M
Southwest,58,Business,1,ahaines@vizpainter.com,Alan Haines,Alan Haines,16/09/2017,sábado,DAL,AUS,DAL-AUS,13,81,13/11/2017,lunes,7,Casual,False,M
Southwest,35,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,01/08/2019,jueves,DAL,PHX,DAL-PHX,14,154,05/09/2019,jueves,18,Extreme,True,M
Southwest,56,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,02/11/2019,sábado,DAL,OKC,DAL-OKC,14,68,28/12/2019,sábado,18,Extreme,True,M
Southwest,23,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,13/08/2019,martes,DAL,AUS,DAL-AUS,14,111,05/09/2019,jueves,18,Extreme,True,M
Southwest,43,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,24/07/2019,miércoles,DAL,GRR,DAL-GRR,14,81,05/09/2019,jueves,18,Extreme,True,M
Southwest,37,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,30/07/2019,martes,DAL,LGA,DAL-LGA,14,96,05/09/2019,jueves,18,Extreme,True,M
Southwest,12,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,24/08/2019,sábado,DAL,OKC,DAL-OKC,14,77,05/09/2019,jueves,18,Extreme,True,M
Southwest,78,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,19/06/2019,miércoles,DAL,LAS,DAL-LAS,14,75,05/09/2019,jueves,18,Extreme,True,M
Southwest,37,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,30/07/2019,martes,DAL,SEA,DAL-SEA,14,123,05/09/2019,jueves,18,Extreme,True,M
Southwest,35,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,01/08/2019,jueves,DAL,PHX,DAL-PHX,14,154,05/09/2019,jueves,18,Extreme,True,M
Southwest,9,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,27/08/2019,martes,DAL,LGA,DAL-LGA,14,68,05/09/2019,jueves,18,Extreme,True,M
Southwest,34,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,02/08/2019,viernes,DAL,SLC,DAL-SLC,14,137,05/09/2019,jueves,18,Extreme,True,M
Southwest,25,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,11/08/2019,domingo,DAL,HOU,DAL-HOU,14,107,05/09/2019,jueves,18,Extreme,True,M
Southwest,38,First Class,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,29/07/2019,lunes,DAL,ATL,DAL-ATL,14,222,05/09/2019,jueves,18,Extreme,True,M
Southwest,16,Business,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,20/08/2019,martes,DAL,ATL,DAL-ATL,14,156,05/09/2019,jueves,18,Extreme,True,M
Southwest,34,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,02/08/2019,viernes,DAL,SLC,DAL-SLC,14,137,05/09/2019,jueves,18,Extreme,False,M
American Airlines,13,Business,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,23/08/2019,viernes,DFW,ELP,DFW-ELP,1949,234,05/09/2019,jueves,18,Extreme,False,M
Southwest,25,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,11/08/2019,domingo,DAL,HOU,DAL-HOU,14,107,05/09/2019,jueves,18,Extreme,False,M
Southwest,37,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,30/07/2019,martes,DAL,SEA,DAL-SEA,14,123,05/09/2019,jueves,18,Extreme,False,M
American Airlines,7,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,29/08/2019,jueves,DFW,GRB,DFW-GRB,1950,210,05/09/2019,jueves,18,Extreme,False,M
American Airlines,13,Business,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,23/08/2019,viernes,DFW,ELP,DFW-ELP,1949,234,05/09/2019,jueves,18,Extreme,False,M
United,18,Business,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,18/08/2019,domingo,DFW,HIO,DFW-HIO,1956,360,05/09/2019,jueves,18,Extreme,False,M
Delta,69,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,28/06/2019,viernes,DFW,COS,DFW-COS,1958,142,05/09/2019,jueves,18,Extreme,False,M
American Airlines,7,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,29/08/2019,jueves,DFW,GRB,DFW-GRB,1950,210,05/09/2019,jueves,18,Extreme,False,M
United,59,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,24/01/2019,jueves,DFW,JFK,DFW-JFK,9530,386,24/03/2019,domingo,18,Extreme,False,M
Southwest,23,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,13/08/2019,martes,DAL,AUS,DAL-AUS,14,111,05/09/2019,jueves,18,Extreme,False,M
Southwest,38,First Class,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,29/07/2019,lunes,DAL,ATL,DAL-ATL,14,222,05/09/2019,jueves,18,Extreme,False,M
Southwest,16,Business,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,20/08/2019,martes,DAL,ATL,DAL-ATL,14,156,05/09/2019,jueves,18,Extreme,False,M
Southwest,43,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,24/07/2019,miércoles,DAL,GRR,DAL-GRR,14,81,05/09/2019,jueves,18,Extreme,False,M
Southwest,37,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,30/07/2019,martes,DAL,LGA,DAL-LGA,14,96,05/09/2019,jueves,18,Extreme,False,M
Southwest,9,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,27/08/2019,martes,DAL,LGA,DAL-LGA,14,68,05/09/2019,jueves,18,Extreme,False,M
United,59,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,24/01/2019,jueves,DFW,JFK,DFW-JFK,9530,386,24/03/2019,domingo,18,Extreme,False,M
Delta,69,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,28/06/2019,viernes,DFW,COS,DFW-COS,1958,142,05/09/2019,jueves,18,Extreme,False,M
Southwest,56,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,02/11/2019,sábado,DAL,OKC,DAL-OKC,14,68,28/12/2019,sábado,18,Extreme,False,M
Southwest,12,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,24/08/2019,sábado,DAL,OKC,DAL-OKC,14,77,05/09/2019,jueves,18,Extreme,False,M
Southwest,78,Economy,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,19/06/2019,miércoles,DAL,LAS,DAL-LAS,14,75,05/09/2019,jueves,18,Extreme,False,M
United,18,Business,1,ahwang@vizpainter.com,Alan Hwang,Alan Hwang,18/08/2019,domingo,DFW,HIO,DFW-HIO,1956,360,05/09/2019,jueves,18,Extreme,False,M
Southwest,76,Economy,1,aschoenberger@vizpainter.com,Alan Schoenberger,Alan Schoenberger,10/01/2019,jueves,DAL,MDW,DAL-MDW,15,90,27/03/2019,miércoles,2,Infrequent,True,M
Delta,38,Economy,1,aschoenberger@vizpainter.com,Alan Schoenberger,Alan Schoenberger,09/02/2018,viernes,DFW,SAN,DFW-SAN,8382,145,19/03/2018,lunes,2,Infrequent,False,M
Delta,38,Economy,1,aschoenberger@vizpainter.com,Alan Schoenberger,Alan Schoenberger,09/02/2018,viernes,DFW,SAN,DFW-SAN,8382,145,19/03/2018,lunes,2,Infrequent,False,M
Southwest,76,Economy,1,aschoenberger@vizpainter.com,Alan Schoenberger,Alan Schoenberger,10/01/2019,jueves,DAL,MDW,DAL-MDW,15,90,27/03/2019,miércoles,2,Infrequent,False,M
Southwest,32,Economy,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,26/12/2018,miércoles,DAL,SFO,DAL-SFO,16,81,27/01/2019,domingo,10,Casual,True,M
Southwest,18,Economy,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,18/11/2019,lunes,DAL,LAS,DAL-LAS,16,152,06/12/2019,viernes,10,Casual,True,M
Southwest,76,Business,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,21/09/2019,sábado,DAL,AUS,DAL-AUS,16,132,06/12/2019,viernes,10,Casual,True,M
Southwest,25,Business,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,02/01/2019,miércoles,DAL,AUS,DAL-AUS,16,103,27/01/2019,domingo,10,Casual,True,M
Southwest,32,Economy,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,26/12/2018,miércoles,DAL,SFO,DAL-SFO,16,81,27/01/2019,domingo,10,Casual,True,M
Southwest,94,Economy,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,25/10/2018,jueves,DAL,MDW,DAL-MDW,16,64,27/01/2019,domingo,10,Casual,True,M
Southwest,28,Economy,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,30/12/2018,domingo,DAL,MDW,DAL-MDW,16,104,27/01/2019,domingo,10,Casual,True,M
Southwest,24,Economy,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,25/05/2017,jueves,DAL,OKC,DAL-OKC,16,81,18/06/2017,domingo,10,Casual,False,M
Southwest,30,Economy,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,08/06/2017,jueves,DAL,ATL,DAL-ATL,16,102,08/07/2017,sábado,10,Casual,False,M
Delta,31,Business,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,05/11/2019,martes,DFW,SLC,DFW-SLC,4929,554,06/12/2019,viernes,10,Casual,False,M
Delta,31,Business,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,05/11/2019,martes,DFW,SLC,DFW-SLC,4929,554,06/12/2019,viernes,10,Casual,False,M
United,31,Economy,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,07/06/2017,miércoles,DFW,CMH,DFW-CMH,1287,87,08/07/2017,sábado,10,Casual,False,M
Southwest,76,Business,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,21/09/2019,sábado,DAL,AUS,DAL-AUS,16,132,06/12/2019,viernes,10,Casual,False,M
Southwest,25,Business,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,02/01/2019,miércoles,DAL,AUS,DAL-AUS,16,103,27/01/2019,domingo,10,Casual,False,M
Southwest,30,Economy,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,08/06/2017,jueves,DAL,ATL,DAL-ATL,16,102,08/07/2017,sábado,10,Casual,False,M
Southwest,94,Economy,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,25/10/2018,jueves,DAL,MDW,DAL-MDW,16,64,27/01/2019,domingo,10,Casual,False,M
Southwest,28,Economy,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,30/12/2018,domingo,DAL,MDW,DAL-MDW,16,104,27/01/2019,domingo,10,Casual,False,M
United,31,Economy,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,07/06/2017,miércoles,DFW,CMH,DFW-CMH,1287,87,08/07/2017,sábado,10,Casual,False,M
Southwest,24,Economy,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,25/05/2017,jueves,DAL,OKC,DAL-OKC,16,81,18/06/2017,domingo,10,Casual,False,M
Southwest,18,Economy,1,ashonely@vizpainter.com,Alan Shonely,Alan Shonely,18/11/2019,lunes,DAL,LAS,DAL-LAS,16,152,06/12/2019,viernes,10,Casual,False,M
Southwest,41,Business,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,16/04/2018,lunes,DAL,PHX,DAL-PHX,17,129,27/05/2018,domingo,13,Frequent,True,M
Southwest,29,Business,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,28/04/2018,sábado,DAL,PHX,DAL-PHX,17,142,27/05/2018,domingo,13,Frequent,True,M
Southwest,56,Economy,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,28/09/2019,sábado,DAL,CLE,DAL-CLE,17,136,23/11/2019,sábado,13,Frequent,True,M
Southwest,47,Business,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,07/10/2019,lunes,DAL,AUS,DAL-AUS,17,167,23/11/2019,sábado,13,Frequent,True,M
Southwest,56,Economy,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,28/09/2019,sábado,DAL,CLE,DAL-CLE,17,136,23/11/2019,sábado,13,Frequent,True,M
Southwest,34,Economy,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,23/04/2018,lunes,DAL,SLC,DAL-SLC,17,153,27/05/2018,domingo,13,Frequent,False,M
Southwest,41,Business,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,16/04/2018,lunes,DAL,PHX,DAL-PHX,17,129,27/05/2018,domingo,13,Frequent,False,M
Southwest,37,First Class,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,20/04/2018,viernes,DAL,LGA,DAL-LGA,17,245,27/05/2018,domingo,13,Frequent,False,M
Southwest,29,Business,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,28/04/2018,sábado,DAL,PHX,DAL-PHX,17,142,27/05/2018,domingo,13,Frequent,False,M
Southwest,111,Economy,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,05/02/2018,lunes,DAL,GRR,DAL-GRR,17,113,27/05/2018,domingo,13,Frequent,False,M
Southwest,71,Economy,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,17/03/2018,sábado,DAL,AMA,DAL-AMA,17,123,27/05/2018,domingo,13,Frequent,False,M
Southwest,37,Economy,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,03/04/2018,martes,DAL,HOU,DAL-HOU,17,137,10/05/2018,jueves,13,Frequent,False,M
Southwest,37,Economy,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,03/04/2018,martes,DAL,LGA,DAL-LGA,17,143,10/05/2018,jueves,13,Frequent,False,M
Southwest,34,Economy,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,23/04/2018,lunes,DAL,SLC,DAL-SLC,17,153,27/05/2018,domingo,13,Frequent,False,M
Southwest,37,Economy,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,03/04/2018,martes,DAL,HOU,DAL-HOU,17,137,10/05/2018,jueves,13,Frequent,False,M
United,19,Economy,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,21/04/2018,sábado,DFW,SEA,DFW-SEA,3359,126,10/05/2018,jueves,13,Frequent,False,M
American Airlines,100,Business,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,02/09/2017,sábado,DFW,GRB,DFW-GRB,5609,266,11/12/2017,lunes,13,Frequent,False,M
United,19,Economy,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,21/04/2018,sábado,DFW,SEA,DFW-SEA,3359,126,10/05/2018,jueves,13,Frequent,False,M
American Airlines,100,Business,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,02/09/2017,sábado,DFW,GRB,DFW-GRB,5609,266,11/12/2017,lunes,13,Frequent,False,M
American Airlines,13,Business,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,14/05/2018,lunes,DFW,SAN,DFW-SAN,2446,322,27/05/2018,domingo,13,Frequent,False,M
Southwest,47,Business,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,07/10/2019,lunes,DAL,AUS,DAL-AUS,17,167,23/11/2019,sábado,13,Frequent,False,M
Southwest,111,Economy,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,05/02/2018,lunes,DAL,GRR,DAL-GRR,17,113,27/05/2018,domingo,13,Frequent,False,M
Southwest,37,First Class,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,20/04/2018,viernes,DAL,LGA,DAL-LGA,17,245,27/05/2018,domingo,13,Frequent,False,M
Southwest,37,Economy,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,03/04/2018,martes,DAL,LGA,DAL-LGA,17,143,10/05/2018,jueves,13,Frequent,False,M
American Airlines,13,Business,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,14/05/2018,lunes,DFW,SAN,DFW-SAN,2446,322,27/05/2018,domingo,13,Frequent,False,M
Southwest,71,Economy,1,aballentine@vizpainter.com,Alejandro Ballentine,Alejandro Ballentine,17/03/2018,sábado,DAL,AMA,DAL-AMA,17,123,27/05/2018,domingo,13,Frequent,False,M
Southwest,26,Business,1,agrove@vizpainter.com,Alejandro Grove,Alejandro Grove,21/09/2017,jueves,DAL,PHX,DAL-PHX,18,144,17/10/2017,martes,7,Casual,True,M
Southwest,28,Economy,1,agrove@vizpainter.com,Alejandro Grove,Alejandro Grove,15/10/2018,lunes,DAL,CLE,DAL-CLE,18,125,12/11/2018,lunes,7,Casual,True,M
Southwest,28,Economy,1,agrove@vizpainter.com,Alejandro Grove,Alejandro Grove,15/10/2018,lunes,DAL,CLE,DAL-CLE,18,125,12/11/2018,lunes,7,Casual,False,M
Southwest,50,Business,1,agrove@vizpainter.com,Alejandro Grove,Alejandro Grove,23/09/2018,domingo,DAL,MDW,DAL-MDW,18,90,12/11/2018,lunes,7,Casual,False,M
Southwest,74,Economy,1,agrove@vizpainter.com,Alejandro Grove,Alejandro Grove,04/08/2017,viernes,DAL,LAS,DAL-LAS,18,119,17/10/2017,martes,7,Casual,False,M
Southwest,26,Business,1,agrove@vizpainter.com,Alejandro Grove,Alejandro Grove,21/09/2017,jueves,DAL,PHX,DAL-PHX,18,144,17/10/2017,martes,7,Casual,False,M
Southwest,113,First Class,1,agrove@vizpainter.com,Alejandro Grove,Alejandro Grove,27/05/2016,viernes,DAL,HOU,DAL-HOU,18,220,17/09/2016,sábado,7,Casual,False,M
Southwest,113,First Class,1,agrove@vizpainter.com,Alejandro Grove,Alejandro Grove,27/05/2016,viernes,DAL,HOU,DAL-HOU,18,220,17/09/2016,sábado,7,Casual,False,M
United,57,Economy,1,agrove@vizpainter.com,Alejandro Grove,Alejandro Grove,16/09/2018,domingo,DFW,DSM,DFW-DSM,2868,109,12/11/2018,lunes,7,Casual,False,M
American Airlines,31,Economy,1,agrove@vizpainter.com,Alejandro Grove,Alejandro Grove,16/09/2017,sábado,DFW,SAN,DFW-SAN,847,116,17/10/2017,martes,7,Casual,False,M
United,57,Economy,1,agrove@vizpainter.com,Alejandro Grove,Alejandro Grove,16/09/2018,domingo,DFW,DSM,DFW-DSM,2868,109,12/11/2018,lunes,7,Casual,False,M
American Airlines,31,Economy,1,agrove@vizpainter.com,Alejandro Grove,Alejandro Grove,16/09/2017,sábado,DFW,SAN,DFW-SAN,847,116,17/10/2017,martes,7,Casual,False,M
Southwest,50,Business,1,agrove@vizpainter.com,Alejandro Grove,Alejandro Grove,23/09/2018,domingo,DAL,MDW,DAL-MDW,18,90,12/11/2018,lunes,7,Casual,False,M
Southwest,74,Economy,1,agrove@vizpainter.com,Alejandro Grove,Alejandro Grove,04/08/2017,viernes,DAL,LAS,DAL-LAS,18,119,17/10/2017,martes,7,Casual,False,M
Southwest,36,Economy,1,asavely@vizpainter.com,Alejandro Savely,Alejandro Savely,21/02/2019,jueves,DAL,OKC,DAL-OKC,19,82,29/03/2019,viernes,2,Infrequent,True,M
American Airlines,46,Economy,1,asavely@vizpainter.com,Alejandro Savely,Alejandro Savely,03/08/2018,viernes,DFW,COS,DFW-COS,7384,106,18/09/2018,martes,2,Infrequent,False,M
American Airlines,46,Economy,1,asavely@vizpainter.com,Alejandro Savely,Alejandro Savely,03/08/2018,viernes,DFW,COS,DFW-COS,7384,106,18/09/2018,martes,2,Infrequent,False,M
Southwest,36,Economy,1,asavely@vizpainter.com,Alejandro Savely,Alejandro Savely,21/02/2019,jueves,DAL,OKC,DAL-OKC,19,82,29/03/2019,viernes,2,Infrequent,False,M
Southwest,21,Economy,1,agannaway@vizpainter.com,Aleksandra Gannaway,Aleksandra Gannaway,17/08/2019,sábado,DAL,ATL,DAL-ATL,20,73,07/09/2019,sábado,6,Casual,True,M
Southwest,72,Economy,1,agannaway@vizpainter.com,Aleksandra Gannaway,Aleksandra Gannaway,25/09/2018,martes,DAL,ELP,DAL-ELP,20,133,06/12/2018,jueves,6,Casual,False,M
Southwest,73,Economy,1,agannaway@vizpainter.com,Aleksandra Gannaway,Aleksandra Gannaway,20/02/2016,sábado,DAL,LAS,DAL-LAS,20,130,03/05/2016,martes,6,Casual,False,M
Southwest,79,Business,1,agannaway@vizpainter.com,Aleksandra Gannaway,Aleksandra Gannaway,14/02/2016,domingo,DAL,HOU,DAL-HOU,20,179,03/05/2016,martes,6,Casual,False,M
American Airlines,55,Economy,1,agannaway@vizpainter.com,Aleksandra Gannaway,Aleksandra Gannaway,09/03/2016,miércoles,DFW,SLC,DFW-SLC,2615,317,03/05/2016,martes,6,Casual,False,M
Southwest,72,Economy,1,agannaway@vizpainter.com,Aleksandra Gannaway,Aleksandra Gannaway,25/09/2018,martes,DAL,ELP,DAL-ELP,20,133,06/12/2018,jueves,6,Casual,False,M
Southwest,79,Business,1,agannaway@vizpainter.com,Aleksandra Gannaway,Aleksandra Gannaway,14/02/2016,domingo,DAL,HOU,DAL-HOU,20,179,03/05/2016,martes,6,Casual,False,M
American Airlines,55,Economy,1,agannaway@vizpainter.com,Aleksandra Gannaway,Aleksandra Gannaway,09/03/2016,miércoles,DFW,SLC,DFW-SLC,2615,317,03/05/2016,martes,6,Casual,False,M
American Airlines,75,Economy,1,agannaway@vizpainter.com,Aleksandra Gannaway,Aleksandra Gannaway,24/06/2019,lunes,DFW,CMH,DFW-CMH,3587,88,07/09/2019,sábado,6,Casual,False,M
Southwest,21,Economy,1,agannaway@vizpainter.com,Aleksandra Gannaway,Aleksandra Gannaway,17/08/2019,sábado,DAL,ATL,DAL-ATL,20,73,07/09/2019,sábado,6,Casual,False,M
